Passport,AFG,ALB,DZA,AND,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,COD,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,XKX,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MDA,MCO,MNG,MNE,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NZL,NIC,NER,NGA,PRK,MKD,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,KNA,LCA,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,VCT,SDN,SUR,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VAT,VEN,VNM,YEM,ZMB,ZWE
BHS,e-visa,e-visa,e-visa,90,e-visa,240,90,90,90,90,90,-1,90,90,90,e-visa,240,90,e-visa,e-visa,90,e-visa,90,90,90,90,e-visa,e-visa,e-visa,e-visa,240,90,e-visa,e-visa,90,90,90,e-visa,e-visa,e-visa,90,e-visa,90,e-visa,90,90,240,e-visa,90,e-visa,90,e-visa,90,e-visa,e-visa,90,90,e-visa,90,90,90,e-visa,90,90,90,e-visa,240,90,90,e-visa,e-visa,90,e-visa,90,90,90,240,e-visa,e-visa,e-visa,e-visa,90,90,240,90,90,e-visa,e-visa,90,90,e-visa,90,e-visa,e-visa,90,e-visa,90,e-visa,e-visa,240,90,240,e-visa,e-visa,90,90,90,90,90,90,e-visa,90,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,90,90,90,e-visa,e-visa,e-visa,90,240,90,e-visa,e-visa,e-visa,90,90,90,90,e-visa,90,90,90,90,90,e-visa,90,90,90,240,90,e-visa,e-visa,e-visa,90,90,90,90,90,90,e-visa,90,90,e-visa,90,90,90,e-visa,90,90,240,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,90,e-visa,240,e-visa,90,90,e-visa,90,240,240,90,e-visa,90,90,90,e-visa,e-visa,90,90
BHR,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,-1,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa free,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,visa required,e-visa,visa on arrival,visa free,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa on arrival,visa on arrival,visa free,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa free,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa free,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa
BGD,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,-1,90,visa on arrival,visa on arrival,visa required,visa on arrival,90,visa on arrival,visa on arrival,90,visa required,visa required,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa required,visa on arrival,visa required,visa required,visa on arrival,no admission,visa on arrival,90,visa on arrival,visa required,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,90,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,90,visa required,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,90,visa required,visa on arrival,visa on arrival,90,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa required,visa on arrival,visa on arrival,visa on arrival,visa required,visa required,90,visa on arrival
BRB,visa required,28,90,90,90,visa free,visa free,28,180,90,28,visa free,90,180,-1,28,90,180,90,90,90,visa required,180,180,180,90,90,90,90,90,180,90,90,90,90,30,90,90,90,90,30,90,90,28,90,90,90,90,visa free,visa required,90,90,90,90,visa required,90,180,90,180,90,90,90,180,28,90,180,90,visa free,90,90,90,visa free,visa required,90,30,90,90,90,90,visa required,visa required,180,180,90,180,90,90,28,180,180,visa required,90,28,visa required,90,90,180,90,visa required,180,90,90,30,90,180,180,180,180,90,90,180,180,28,90,28,90,90,90,90,90,visa required,90,90,90,90,180,28,90,180,visa required,90,90,90,90,90,visa required,28,visa required,90,28,90,90,90,90,180,90,90,180,180,180,180,90,90,90,90,180,180,180,90,90,180,visa required,180,90,90,90,180,180,90,180,90,180,visa required,visa required,28,180,90,28,90,180,180,180,180,28,180,180,28,90,180,180,90,28,180,visa required,28,90,visa required,180,180
BLR,visa required,30,visa required,30,visa required,30,90,visa free,30,30,visa free,visa required,30,visa required,30,-1,30,visa required,visa required,visa required,visa required,30,visa required,90,visa required,30,visa required,visa required,visa required,visa required,30,visa required,visa required,visa required,30,30,visa required,visa required,visa required,visa required,visa required,visa required,30,30,30,30,30,visa required,30,visa required,30,visa required,30,visa required,visa required,30,visa required,visa required,visa required,30,30,visa required,visa required,visa free,30,visa required,30,visa required,visa required,visa required,visa required,visa required,visa required,visa required,30,30,30,visa required,30,visa required,visa required,30,90,30,visa required,30,visa required,visa free,visa required,visa required,visa required,30,visa free,visa required,30,visa required,visa required,visa required,visa required,30,30,30,30,visa required,visa required,30,visa required,visa required,30,visa required,visa required,visa required,30,30,visa free,30,90,30,visa required,visa required,visa required,visa required,visa required,visa required,30,30,30,visa required,visa required,visa required,30,30,30,visa required,visa required,visa required,30,visa required,visa required,30,visa required,30,30,30,30,visa free,visa required,30,visa required,visa required,30,visa required,30,visa required,30,30,visa required,30,30,30,visa required,visa required,visa required,30,visa required,30,visa required,30,visa required,visa required,30,30,visa required,visa required,visa free,visa required,visa required,visa required,visa required,visa required,visa required,visa required,30,visa required,visa required,visa required,visa free,90,30,visa required,30,visa free,30,30,90,visa required,visa required,visa required,visa required
BEL,visa required,90,visa required,90,visa required,90,90,visa required,90,visa free,visa required,90,visa required,visa required,90,visa required,-1,visa required,visa required,visa required,visa required,90,visa required,90,visa free,visa free,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,90,visa required,visa free,visa required,visa free,visa free,visa free,visa required,90,visa required,visa required,visa required,90,visa required,visa required,visa free,visa required,visa required,visa required,visa free,visa free,visa required,visa required,90,visa free,visa required,visa free,90,90,visa required,visa required,visa required,visa required,90,90,visa free,visa free,visa required,visa required,visa required,visa required,visa free,90,visa free,visa required,90,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,visa free,visa required,visa required,visa required,visa required,visa free,visa free,visa free,90,visa required,visa required,90,visa required,visa required,visa free,90,visa required,90,90,90,90,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa free,90,90,visa required,visa required,visa required,90,visa free,visa required,visa required,90,visa required,90,visa required,90,90,visa required,visa free,visa free,visa required,visa free,visa required,visa required,90,90,90,90,visa required,visa required,visa required,90,90,visa required,90,visa free,visa free,90,visa required,visa required,90,visa required,visa free,visa required,90,visa required,visa required,visa free,visa free,visa required,90,visa required,visa required,visa required,90,visa required,90,90,visa required,visa required,visa required,90,visa required,90,90,90,90,90,visa required,visa required,90,90,visa required,visa required,visa required,visa required
BLZ,visa required,visa required,visa required,visa free,visa required,visa free,90,visa required,visa free,visa free,visa required,visa free,visa required,visa required,visa free,visa required,visa free,-1,visa required,visa required,30,visa required,visa free,90,visa free,visa free,visa required,visa required,visa required,visa required,visa free,visa required,visa required,visa required,90,visa required,30,visa required,visa required,visa required,30,visa required,visa free,visa required,visa free,visa free,visa free,visa required,visa free,30,visa required,visa required,30,visa required,visa required,visa free,visa free,visa required,visa free,visa free,visa free,visa required,visa free,visa required,visa free,visa free,visa free,visa free,30,visa required,visa required,visa free,visa required,30,visa free,visa free,visa free,visa required,visa required,visa required,visa required,visa free,90,visa free,visa free,90,visa required,visa required,visa required,visa free,visa required,visa required,visa required,visa required,visa free,visa required,visa free,visa required,visa required,visa free,visa free,visa free,visa required,visa required,visa free,visa free,visa free,visa required,visa free,visa free,visa required,visa free,30,visa free,visa required,visa free,visa required,visa required,30,visa required,visa required,visa free,visa required,visa required,visa free,visa free,30,visa required,visa required,visa required,visa required,visa free,visa required,visa required,visa free,visa required,30,visa free,30,30,visa required,visa free,visa free,visa required,visa free,visa required,visa required,visa free,visa free,visa free,90,visa required,visa required,visa required,visa required,visa free,visa free,visa free,visa free,visa free,visa free,visa required,visa free,90,visa required,visa free,visa required,visa free,visa required,visa free,visa free,30,visa required,90,visa required,visa free,visa required,visa required,visa required,visa free,visa free,visa free,90,visa required,visa free,visa free,visa required,visa required,visa free,180,visa free,visa required,visa free,visa free,visa required,visa required,visa required,visa free,visa free
BEN,e-visa,e-visa,90,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,-1,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,90,e-visa,90,e-visa,90,90,90,e-visa,30,e-visa,90,90,90,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,90,90,e-visa,90,90,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,90,e-visa,90,e-visa,14,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,90,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,90,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,e-visa,90,e-visa,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,90,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,90
BTN,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,14,e-visa,e-visa,e-visa,e-visa,e-visa,-1,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,14,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,14,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa
BOL,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,90,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,-1,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,90,90,90,90,90,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,e-visa,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival,visa on arrival,90,visa on arrival,90,visa on arrival,visa on arrival,90,90,visa on arrival,visa on arrival,visa on arrival,visa on arrival
BIH,visa required,90,visa required,90,visa required,90,90,visa required,90,90,90,90,visa required,visa required,90,visa required,90,visa required,visa required,visa required,visa required,-1,visa required,90,90,90,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,90,90,visa required,visa required,visa required,90,visa required,90,visa required,90,90,90,visa required,90,visa required,visa required,visa required,90,visa required,visa required,90,visa required,visa required,visa required,90,90,visa required,visa required,90,90,visa required,90,90,90,visa required,visa required,visa required,visa required,90,90,90,90,visa required,visa required,visa required,visa required,90,90,90,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,visa required,90,visa required,visa required,visa required,visa required,90,90,90,90,visa required,visa required,90,visa required,visa required,90,90,visa required,90,90,90,90,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,90,90,90,visa required,visa required,visa required,90,90,90,visa required,90,visa required,90,visa required,90,90,visa required,90,90,90,90,30,visa required,90,90,90,90,visa required,visa required,visa required,90,90,visa required,90,90,90,90,visa required,visa required,90,visa required,90,visa required,90,visa required,visa required,90,90,visa required,90,visa required,visa required,visa required,90,visa required,90,90,visa required,90,visa required,90,visa required,30,90,90,90,90,visa required,90,90,90,visa required,visa required,visa required,visa required
BWA,e-visa,e-visa,e-visa,e-visa,90,90,90,e-visa,90,90,e-visa,90,90,e-visa,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,-1,90,90,90,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,90,90,90,90,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,90,90,e-visa,90,e-visa,90,e-visa,90,90,e-visa,e-visa,e-visa,90,e-visa,e-visa,90,90,90,e-visa,e-visa,e-visa,e-visa,90,90,90,90,90,e-visa,e-visa,90,90,visa required,90,e-visa,e-visa,90,e-visa,90,e-visa,e-visa,90,90,90,e-visa,e-visa,90,90,90,e-visa,90,e-visa,e-visa,90,90,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,90,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,90,90,90,e-visa,90,90,90,90,90,e-visa,90,90,90,90,e-visa,90,e-visa,e-visa,90,90,90,90,90,90,e-visa,90,90,90,90,e-visa,90,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,90,e-visa,90,e-visa,90,90,e-visa,90,90,90,90,e-visa,90,90,90,e-visa,e-visa,90,90
BRA,visa required,90,visa required,90,visa required,90,90,90,90,90,visa required,90,visa required,visa required,90,90,90,90,visa required,visa required,90,90,90,-1,visa required,90,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,90,90,90,visa required,90,60,90,visa required,90,visa required,visa required,90,visa required,visa required,90,90,90,visa required,visa required,90,90,visa required,90,90,90,visa required,visa required,90,visa required,90,90,90,90,visa required,30,visa required,visa required,90,90,90,90,90,visa required,30,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,90,90,90,90,visa required,visa required,90,visa required,visa required,90,visa required,visa required,visa required,90,visa required,90,90,90,90,90,visa required,visa required,90,visa required,visa required,90,90,90,visa required,visa required,visa required,90,90,visa required,visa required,visa required,visa required,90,visa required,90,90,90,90,90,90,90,90,visa required,90,visa required,visa required,90,visa required,visa required,visa required,90,90,visa required,30,90,90,visa required,visa required,90,90,visa required,90,visa required,90,visa required,90,90,90,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,90,90,visa required,visa required,visa required,90,90,90,90,90,visa required,visa required,90,60,visa required,visa required,visa required,visa required
BRN,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,90,visa required,visa required,visa on arrival,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,-1,90,visa required,visa required,14,visa required,14,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,14,visa required,90,visa required,90,90,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,90,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,14,90,90,visa required,14,visa required,visa required,90,no admission,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,30,90,visa required,visa required,visa required,visa required,90,90,90,14,visa required,visa required,30,14,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,14,visa required,visa required,visa required,90,30,visa required,visa required,visa required,visa required,visa required,90,30,visa required,visa required,visa required,visa required,visa required,visa required,14,14,90,90,visa on arrival,90,14,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,30,90,90,visa required,visa required,visa required,30,visa required,90,visa required,visa required,visa required,visa required,90,90,visa required,visa on arrival,visa required,visa required,14,visa required,visa required,visa required,visa required,visa required,30,visa required,visa required,visa required,30,30,90,90,visa required,visa required,visa required,visa required,visa required,14,visa required,visa required,visa required
BGR,visa required,90,visa required,90,visa required,90,90,visa required,90,visa free,visa required,90,visa required,visa required,90,visa required,visa free,visa required,visa required,visa required,visa required,90,visa required,90,90,-1,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,90,visa required,visa free,visa required,visa free,visa free,visa free,visa required,90,visa required,visa required,visa required,90,visa required,visa required,visa free,visa required,visa required,visa required,visa free,visa free,visa required,visa required,90,visa free,visa required,visa free,90,90,visa required,visa required,visa required,visa required,90,90,visa free,visa free,visa required,visa required,visa required,visa required,visa free,90,visa free,visa required,90,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,visa free,visa required,visa required,visa required,visa required,visa free,visa free,visa free,90,visa required,visa required,90,visa required,visa required,visa free,90,visa required,90,90,90,90,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa free,90,90,visa required,visa required,visa required,90,visa free,visa required,visa required,90,visa required,90,visa required,90,90,visa required,visa free,visa free,visa required,visa free,visa required,visa required,90,90,90,90,visa required,visa required,visa required,90,90,visa required,90,visa free,visa free,90,visa required,visa required,90,visa required,visa free,visa required,90,visa required,visa required,visa free,visa free,visa required,90,visa required,visa required,visa required,90,visa required,90,90,visa required,visa required,visa required,90,visa required,90,90,90,90,90,visa required,visa required,90,90,visa required,visa required,visa required,visa required
BFA,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa free,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,-1,e-visa,e-visa,e-visa,visa on arrival,visa free,90,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa on arrival,e-visa,visa free,visa on arrival,visa on arrival,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa free,e-visa,visa on arrival,visa free,visa on arrival,e-visa,e-visa,visa free,visa free,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa free,visa on arrival,visa on arrival,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,visa free,visa on arrival,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa free,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa free,visa free,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,visa free,e-visa,e-visa,visa free,30,visa on arrival,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa free,e-visa,e-visa,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa free,visa on arrival,visa on arrival,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa
